FIPS,Geography,Year,chlamydia_cases,congenital_syphilis_cases,"early_non-primary,_non-secondary_syphilis_cases",gonorrhea_cases,primary_and_secondary_syphilis_cases,chlamydia_rate_per_100000,congenital_syphilis_rate_per_100000,"early_non-primary,_non-secondary_syphilis_rate_per_100000",gonorrhea_rate_per_100000,primary_and_secondary_syphilis_rate_per_100000,households_living_below_the_federal_poverty_level_numerator,population_25_years_and_older_w/o_hs_diploma_numerator,uninsured_numerator,vacant_housing_numerator,households_living_below_the_federal_poverty_level_percent,population_25_years_and_older_w/o_hs_diploma_percent,uninsured_percent,vacant_housing_percent
31,Nebraska,2005,5098.0,0.0,2.0,1158.0,4.0,291.2,0.0,0.1,66.1,0.2,,,,,,,,
31,Nebraska,2006,5428.0,0.0,1.0,1433.0,7.0,308.5,0.0,0.1,81.5,0.4,,,,,,,,
31,Nebraska,2007,5132.0,0.0,3.0,1434.0,4.0,290.1,0.0,0.2,81.1,0.2,,,,,,,,
31,Nebraska,2008,5573.0,0.0,0.0,1460.0,15.0,313.1,0.0,0.0,82.0,0.8,,,,,,,,
31,Nebraska,2009,5443.0,0.0,6.0,1376.0,5.0,303.3,0.0,0.3,76.7,0.3,,,,,,,,
31,Nebraska,2010,5114.0,0.0,1.0,1187.0,12.0,279.5,0.0,0.1,64.9,0.7,,,,,,,,
31,Nebraska,2011,6780.0,0.0,3.0,1352.0,10.0,368.3,0.0,0.2,73.5,0.5,,,,,9.1,9.0,11.4,9.7
31,Nebraska,2012,6748.0,1.0,8.0,1429.0,8.0,364.1,3.9,0.4,77.1,0.4,,,,,9.1,9.5,11.3,8.8
31,Nebraska,2013,7301.0,0.0,14.0,1385.0,41.0,391.4,0.0,0.8,74.3,2.2,,,,,8.8,9.8,11.3,9.5
31,Nebraska,2014,7499.0,1.0,19.0,1459.0,50.0,399.0,3.7,1.0,77.6,2.7,,,,,8.7,9.7,9.7,9.1
31,Nebraska,2015,7956.0,0.0,5.0,1703.0,45.0,420.7,0.0,0.3,90.0,2.4,,,,,8.5,9.0,8.2,9.4
31,Nebraska,2016,8197.0,1.0,19.0,2156.0,67.0,430.1,3.8,1.0,113.1,3.5,,,,,7.4,9.1,8.6,9.6
31,Nebraska,2017,8595.0,1.0,26.0,2653.0,43.0,448.6,3.9,1.4,138.5,2.2,,,,,7.2,8.7,8.3,9.9
31,Nebraska,2018,8026.0,0.0,37.0,2696.0,119.0,416.8,0.0,1.9,140.0,6.2,,,,,7.1,8.6,8.3,9.4
31,Nebraska,2019,9291.0,0.0,46.0,2967.0,136.0,480.3,0.0,2.4,153.4,7.0,,,,,6.2,8.0,8.3,9.4
31,Nebraska,2020,8844.0,1.0,50.0,3434.0,104.0,450.9,4.1,2.5,175.1,5.3,,,,,5.8,8.1,8.1,9.7
31,Nebraska,2021,8897.0,1.0,78.0,3063.0,185.0,453.1,4.1,4.0,156.0,9.4,,,,,6.7,7.8,7.1,8.0
32,Nevada,2000,4019.0,0.0,9.0,1553.0,5.0,199.1,0.0,0.4,76.9,0.2,,,,,,,,
32,Nevada,2001,4831.0,0.0,7.0,1756.0,8.0,230.7,0.0,0.3,83.8,0.4,,,,,,,,
32,Nevada,2002,5936.0,0.0,12.0,1988.0,15.0,274.1,0.0,0.6,91.8,0.7,,,,,,,,
32,Nevada,2003,5830.0,0.0,35.0,2221.0,12.0,260.7,0.0,1.6,99.3,0.5,,,,,,,,
32,Nevada,2004,6690.0,1.0,24.0,3078.0,40.0,287.4,2.8,1.0,132.2,1.7,,,,,,,,
32,Nevada,2005,7321.0,1.0,64.0,2880.0,109.0,304.1,2.7,2.7,119.6,4.5,,,,,,,,
32,Nevada,2006,8398.0,16.0,119.0,2791.0,137.0,337.1,40.0,4.8,112.0,5.5,,,,,,,,
32,Nevada,2007,9514.0,7.0,174.0,2357.0,111.0,370.9,17.0,6.8,91.9,4.3,,,,,,,,
32,Nevada,2008,9670.0,9.0,168.0,2172.0,77.0,370.1,22.8,6.4,83.1,2.9,,,,,,,,
32,Nevada,2009,10045.0,3.0,137.0,1726.0,91.0,380.7,8.0,5.2,65.4,3.4,,,,,,,,
32,Nevada,2010,9666.0,5.0,178.0,1728.0,130.0,357.7,13.9,6.6,63.9,4.8,,,,,,,,
32,Nevada,2011,10507.0,3.0,166.0,2000.0,136.0,387.3,8.5,6.1,73.7,5.0,,,,,11.9,16.0,21.9,17.0
32,Nevada,2012,11137.0,1.0,214.0,2264.0,113.0,405.9,2.9,7.8,82.5,4.1,,,,,12.6,15.1,22.2,14.9
32,Nevada,2013,11781.0,2.0,232.0,2714.0,205.0,424.4,5.7,8.4,97.8,7.4,,,,,11.6,14.8,20.7,15.5
32,Nevada,2014,11841.0,5.0,389.0,3188.0,357.0,420.2,13.9,13.8,113.1,12.7,,,,,11.0,14.9,15.2,14.8
32,Nevada,2015,12925.0,8.0,439.0,3630.0,335.0,450.8,22.0,15.3,126.6,11.7,,,,,10.9,14.4,12.3,13.9
32,Nevada,2016,14649.0,12.0,510.0,4380.0,444.0,502.1,33.1,17.5,150.1,15.2,,,,,10.2,13.9,11.4,13.6
32,Nevada,2017,16260.0,24.0,498.0,5520.0,587.0,547.5,67.1,16.8,185.9,19.8,,,,,9.1,13.2,11.2,12.4
32,Nevada,2018,17508.0,31.0,512.0,6475.0,682.0,578.3,86.9,16.9,213.9,22.5,,,,,9.1,13.0,11.2,10.9
32,Nevada,2019,17827.0,41.0,522.0,6519.0,808.0,578.8,116.9,16.9,211.6,26.2,,,,,8.7,13.1,11.4,11.1
32,Nevada,2020,14739.0,46.0,496.0,6364.0,767.0,473.3,136.7,15.9,204.4,24.6,,,,,8.0,12.8,12.0,10.1
32,Nevada,2021,16348.0,45.0,723.0,8488.0,939.0,520.0,133.6,23.0,270.0,29.9,,,,,10.6,12.8,11.6,8.7
33,New Hampshire,2000,1130.0,0.0,0.0,110.0,2.0,91.1,0.0,0.0,8.9,0.2,,,,,,,,
33,New Hampshire,2001,1383.0,1.0,2.0,176.0,1.0,110.1,6.8,0.2,14.0,0.1,,,,,,,,
33,New Hampshire,2002,1557.0,0.0,1.0,120.0,8.0,122.5,0.0,0.1,9.4,0.6,,,,,,,,
33,New Hampshire,2003,1616.0,0.0,4.0,125.0,19.0,126.0,0.0,0.3,9.7,1.5,,,,,,,,
33,New Hampshire,2004,1736.0,0.0,0.0,133.0,5.0,134.3,0.0,0.0,10.3,0.4,,,,,,,,
33,New Hampshire,2005,1842.0,0.0,0.0,177.0,16.0,141.6,0.0,0.0,13.6,1.2,,,,,,,,
33,New Hampshire,2006,1997.0,0.0,2.0,180.0,13.0,152.3,0.0,0.2,13.7,1.0,,,,,,,,
33,New Hampshire,2007,2055.0,0.0,13.0,138.0,30.0,156.1,0.0,1.0,10.5,2.3,,,,,,,,
33,New Hampshire,2008,2109.0,0.0,4.0,100.0,20.0,159.7,0.0,0.3,7.6,1.5,,,,,,,,
33,New Hampshire,2009,2102.0,0.0,6.0,113.0,14.0,159.0,0.0,0.5,8.5,1.1,,,,,,,,
33,New Hampshire,2010,2462.0,0.0,5.0,151.0,22.0,187.0,0.0,0.4,11.5,1.7,,,,,,,,
33,New Hampshire,2011,3010.0,0.0,5.0,130.0,18.0,228.0,0.0,0.4,9.8,1.4,,,,,5.6,8.6,10.5,16.4
33,New Hampshire,2012,3072.0,1.0,9.0,147.0,36.0,232.0,8.1,0.7,11.1,2.7,,,,,6.7,8.2,10.6,15.9
33,New Hampshire,2013,3119.0,0.0,21.0,121.0,28.0,235.1,0.0,1.6,9.1,2.1,,,,,5.1,7.3,10.7,15.8
33,New Hampshire,2014,3586.0,0.0,22.0,226.0,36.0,268.9,0.0,1.6,16.9,2.7,,,,,6.0,7.9,9.2,16.2
33,New Hampshire,2015,3095.0,0.0,16.0,245.0,40.0,231.6,0.0,1.2,18.3,3.0,,,,,5.0,6.8,6.3,16.9
33,New Hampshire,2016,3467.0,0.0,33.0,456.0,40.0,258.3,0.0,2.5,34.0,3.0,,,,,4.0,7.2,5.9,16.7
33,New Hampshire,2017,4412.0,0.0,37.0,513.0,43.0,327.1,0.0,2.7,38.0,3.2,,,,,4.9,6.9,5.8,16.7
33,New Hampshire,2018,3734.0,1.0,41.0,594.0,64.0,275.9,8.3,3.0,43.9,4.7,,,,,4.7,6.8,5.7,16.8
33,New Hampshire,2019,3577.0,2.0,49.0,410.0,47.0,263.1,16.9,3.6,30.2,3.5,,,,,4.2,6.7,6.3,15.7
33,New Hampshire,2020,2931.0,0.0,32.0,461.0,51.0,212.7,0.0,2.3,33.5,3.7,,,,,4.2,5.9,6.1,16.7
33,New Hampshire,2021,3027.0,0.0,39.0,613.0,73.0,217.9,0.0,2.8,44.1,5.3,,,,,4.8,5.6,5.1,14.9
34,New Jersey,2000,10814.0,23.0,109.0,7232.0,71.0,128.3,19.9,1.3,85.8,0.8,,,,,,,,
34,New Jersey,2001,16312.0,32.0,234.0,8921.0,137.0,192.2,27.6,2.8,105.1,1.6,,,,,,,,
34,New Jersey,2002,14164.0,36.0,220.0,7894.0,169.0,165.8,31.4,2.6,92.4,2.0,,,,,,,,
34,New Jersey,2003,16169.0,21.0,326.0,7944.0,170.0,188.3,18.0,3.8,92.5,2.0,,,,,,,,
34,New Jersey,2004,17448.0,13.0,344.0,6696.0,150.0,202.6,11.3,4.0,77.8,1.7,,,,,,,,
34,New Jersey,2005,19152.0,16.0,289.0,5722.0,133.0,222.2,14.1,3.4,66.4,1.5,,,,,,,,
34,New Jersey,2006,20194.0,15.0,314.0,5492.0,173.0,234.3,13.0,3.6,63.7,2.0,,,,,,,,
34,New Jersey,2007,21536.0,11.0,343.0,6076.0,227.0,249.5,9.5,4.0,70.4,2.6,,,,,,,,
34,New Jersey,2008,22405.0,4.0,415.0,5298.0,226.0,258.8,3.5,4.8,61.2,2.6,,,,,,,,
34,New Jersey,2009,23974.0,7.0,401.0,4762.0,212.0,275.8,6.3,4.6,54.8,2.4,,,,,,,,
34,New Jersey,2010,26142.0,3.0,386.0,5872.0,244.0,297.1,2.8,4.4,66.7,2.8,,,,,,,,
34,New Jersey,2011,26209.0,5.0,452.0,7348.0,232.0,296.9,4.7,5.1,83.2,2.6,,,,,7.8,11.9,13.1,11.1
34,New Jersey,2012,27271.0,1.0,410.0,7486.0,229.0,308.3,1.0,4.6,84.6,2.6,,,,,8.2,11.7,12.7,10.5
34,New Jersey,2013,28327.0,0.0,539.0,7014.0,233.0,319.8,0.0,6.1,79.2,2.6,,,,,8.7,11.5,13.2,11.2
34,New Jersey,2014,29904.0,0.0,612.0,6636.0,297.0,337.3,0.0,6.9,74.9,3.4,,,,,8.3,11.0,10.9,11.1
34,New Jersey,2015,31337.0,0.0,714.0,7228.0,372.0,353.4,0.0,8.1,81.5,4.2,,,,,8.1,11.0,8.7,11.3
34,New Jersey,2016,34519.0,12.0,755.0,8162.0,472.0,389.1,11.7,8.5,92.0,5.3,,,,,7.6,10.7,8.0,11.4
34,New Jersey,2017,35239.0,14.0,865.0,9439.0,499.0,396.6,13.8,9.7,106.2,5.6,,,,,7.3,10.1,7.7,11.0
34,New Jersey,2018,36514.0,13.0,788.0,9067.0,570.0,410.9,12.8,8.9,102.0,6.4,,,,,6.9,9.8,7.4,10.4
34,New Jersey,2019,37591.0,15.0,827.0,9622.0,631.0,423.2,15.1,9.3,108.3,7.1,,,,,6.2,9.7,7.9,9.8
34,New Jersey,2020,31649.0,24.0,790.0,10060.0,764.0,341.1,24.5,8.5,108.4,8.2,,,,,7.0,9.1,7.6,8.5
34,New Jersey,2021,33425.0,48.0,1134.0,10259.0,908.0,360.7,47.3,12.2,110.7,9.8,,,,,7.4,9.0,7.2,7.5
35,New Mexico,2000,5204.0,3.0,25.0,1152.0,16.0,285.8,11.0,1.4,63.3,0.9,,,,,,,,
35,New Mexico,2001,6254.0,5.0,18.0,1040.0,19.0,342.0,18.4,1.0,56.9,1.0,,,,,,,,
35,New Mexico,2002,7417.0,7.0,23.0,1462.0,39.0,401.1,25.2,1.2,79.1,2.1,,,,,,,,
35,New Mexico,2003,7480.0,6.0,53.0,1169.0,71.0,400.4,21.6,2.8,62.6,3.8,,,,,,,,
35,New Mexico,2004,9035.0,3.0,69.0,1306.0,82.0,478.0,10.6,3.7,69.1,4.3,,,,,,,,
35,New Mexico,2005,8456.0,6.0,53.0,1552.0,56.0,441.6,20.8,2.8,81.1,2.9,,,,,,,,
35,New Mexico,2006,9829.0,7.0,85.0,1733.0,79.0,506.5,23.4,4.4,89.3,4.1,,,,,,,,
35,New Mexico,2007,9460.0,6.0,66.0,1796.0,46.0,481.1,19.6,3.4,91.3,2.3,,,,,,,,
35,New Mexico,2008,9262.0,4.0,45.0,1403.0,44.0,466.8,13.3,2.3,70.7,2.2,,,,,,,,
35,New Mexico,2009,9493.0,0.0,40.0,1082.0,61.0,472.9,0.0,2.0,53.9,3.0,,,,,,,,
35,New Mexico,2010,11706.0,0.0,41.0,1229.0,53.0,567.0,0.0,2.0,59.5,2.6,,,,,,,,
35,New Mexico,2011,11374.0,0.0,56.0,1839.0,71.0,546.7,0.0,2.7,88.4,3.4,,,,,16.6,16.9,19.8,15.5
35,New Mexico,2012,11898.0,1.0,68.0,1883.0,101.0,570.0,3.7,3.3,90.2,4.8,,,,,16.8,15.6,18.4,15.6
35,New Mexico,2013,12249.0,2.0,67.0,1918.0,78.0,585.4,7.6,3.2,91.7,3.7,,,,,16.3,15.8,18.6,16.8
35,New Mexico,2014,11558.0,1.0,76.0,2246.0,126.0,553.1,3.8,3.6,107.5,6.0,,,,,16.5,15.8,14.5,16.6
35,New Mexico,2015,12632.0,2.0,71.0,2489.0,118.0,604.6,7.7,3.4,119.1,5.6,,,,,14.8,15.3,10.9,16.7
35,New Mexico,2016,13108.0,3.0,118.0,3516.0,189.0,626.7,12.1,5.6,168.1,9.0,,,,,15.3,14.6,9.2,17.4
35,New Mexico,2017,13560.0,1.0,120.0,4489.0,193.0,648.3,4.2,5.7,214.6,9.2,,,,,15.2,13.9,9.1,18.2
35,New Mexico,2018,14000.0,10.0,161.0,5268.0,304.0,669.0,43.4,7.7,251.7,14.5,,,,,15.1,14.6,9.5,15.8
35,New Mexico,2019,14283.0,28.0,203.0,4886.0,511.0,681.2,122.0,9.7,233.0,24.4,,,,,13.7,14.1,10.0,16.3
35,New Mexico,2020,12084.0,42.0,243.0,4608.0,467.0,570.7,191.8,11.5,217.6,22.1,,,,,12.5,12.2,9.7,14.6
35,New Mexico,2021,12441.0,44.0,215.0,5080.0,724.0,588.0,205.7,10.2,240.1,34.2,,,,,14.3,12.5,10.0,12.0
36,New York,2000,31448.0,41.0,467.0,20067.0,132.0,165.5,15.8,2.5,105.6,0.7,,,,,,,,
36,New York,2001,46265.0,39.0,566.0,22268.0,302.0,242.4,15.4,3.0,116.7,1.6,,,,,,,,
36,New York,2002,51123.0,32.0,756.0,21841.0,478.0,266.8,12.7,3.9,114.0,2.5,,,,,,,,
36,New York,2003,57222.0,42.0,1019.0,22166.0,584.0,297.5,16.6,5.3,115.2,3.0,,,,,,,,
36,New York,2004,59097.0,22.0,744.0,18737.0,727.0,306.2,8.8,3.9,97.1,3.8,,,,,,,,
36,New York,2005,63966.0,10.0,1084.0,17717.0,705.0,330.9,4.1,5.6,91.7,3.6,,,,,,,,
36,New York,2006,68720.0,24.0,993.0,17459.0,736.0,355.1,9.6,5.1,90.2,3.8,,,,,,,,
36,New York,2007,80717.0,18.0,1149.0,17697.0,1068.0,415.6,7.1,5.9,91.1,5.5,,,,,,,,
36,New York,2008,88359.0,23.0,1372.0,17108.0,1217.0,453.9,9.2,7.0,87.9,6.3,,,,,,,,
36,New York,2009,92069.0,15.0,1266.0,17004.0,1182.0,471.6,6.0,6.5,87.1,6.1,,,,,,,,
36,New York,2010,99920.0,17.0,1358.0,18320.0,1098.0,515.1,7.0,7.0,94.4,5.7,,,,,,,,
36,New York,2011,102763.0,13.0,1254.0,20706.0,1083.0,527.0,5.4,6.4,106.2,5.6,,,,,12.3,14.9,11.4,11.5
36,New York,2012,100546.0,8.0,1413.0,22571.0,1224.0,513.7,3.3,7.2,115.3,6.3,,,,,12.2,14.7,10.9,10.9
36,New York,2013,95803.0,11.0,1945.0,19919.0,1459.0,488.2,4.6,9.9,101.5,7.4,,,,,12.1,14.4,10.7,11.2
36,New York,2014,98814.0,22.0,2307.0,20758.0,1727.0,502.8,9.2,11.7,105.6,8.8,,,,,12.2,14.3,8.7,11.1
36,New York,2015,103615.0,12.0,2802.0,25561.0,2006.0,527.2,5.1,14.3,130.1,10.2,,,,,11.6,14.0,7.1,11.9
36,New York,2016,109433.0,13.0,3504.0,29000.0,2455.0,557.4,5.5,17.8,147.7,12.5,,,,,10.9,13.6,6.1,12.4
36,New York,2017,116814.0,16.0,3914.0,34099.0,2355.0,596.3,7.0,20.0,174.1,12.0,,,,,10.4,13.4,5.7,12.3
36,New York,2018,119571.0,28.0,4097.0,37262.0,2654.0,612.2,12.4,21.0,190.8,13.6,,,,,10.0,12.9,5.4,11.9
36,New York,2019,124622.0,27.0,4376.0,40901.0,2865.0,640.6,12.2,22.5,210.2,14.7,,,,,9.3,12.4,5.2,11.4
36,New York,2020,97722.0,30.0,4770.0,42517.0,3022.0,484.9,14.3,23.7,211.0,15.0,,,,,9.3,12.2,5.2,11.3
36,New York,2021,101657.0,41.0,5524.0,43048.0,3500.0,512.5,19.5,27.8,217.0,17.6,,,,,10.1,12.0,5.2,10.3
37,North Carolina,2000,21985.0,19.0,618.0,17823.0,483.0,272.1,15.8,7.6,220.6,6.0,,,,,,,,
37,North Carolina,2001,22101.0,19.0,483.0,16583.0,445.0,269.4,16.1,5.9,202.2,5.4,,,,,,,,
37,North Carolina,2002,24726.0,16.0,333.0,15531.0,279.0,297.5,13.6,4.0,186.9,3.4,,,,,,,,
37,North Carolina,2003,26187.0,20.0,261.0,15116.0,152.0,311.8,16.9,3.1,180.0,1.8,,,,,,,,
37,North Carolina,2004,28967.0,9.0,261.0,15194.0,192.0,340.1,7.5,3.1,178.4,2.3,,,,,,,,
37,North Carolina,2005,31183.0,11.0,215.0,15072.0,274.0,360.3,8.9,2.5,174.1,3.2,,,,,,,,
37,North Carolina,2006,33615.0,7.0,294.0,17312.0,309.0,379.7,5.5,3.3,195.5,3.5,,,,,,,,
37,North Carolina,2007,30611.0,7.0,247.0,16666.0,323.0,338.3,5.3,2.7,184.2,3.6,,,,,,,,
37,North Carolina,2008,37516.0,11.0,221.0,15972.0,287.0,406.5,8.4,2.4,173.0,3.1,,,,,,,,
37,North Carolina,2009,41045.0,10.0,357.0,13870.0,579.0,438.7,7.9,3.8,148.2,6.2,,,,,,,,
37,North Carolina,2010,42048.0,10.0,328.0,14111.0,396.0,439.2,8.2,3.4,147.4,4.1,,,,,,,,
37,North Carolina,2011,54819.0,6.0,333.0,17454.0,431.0,567.6,5.0,3.4,180.7,4.5,,,,,13.2,15.2,16.3,15.6
37,North Carolina,2012,50596.0,2.0,244.0,14318.0,347.0,519.0,1.7,2.5,146.9,3.6,,,,,13.4,14.9,16.6,14.7
37,North Carolina,2013,48416.0,4.0,236.0,13666.0,404.0,491.9,3.4,2.4,138.8,4.1,,,,,13.1,14.2,15.6,14.5
37,North Carolina,2014,47147.0,6.0,468.0,14415.0,733.0,474.7,5.0,4.7,145.1,7.4,,,,,12.8,13.5,13.1,14.9
37,North Carolina,2015,64376.0,9.0,753.0,19809.0,1196.0,641.7,7.4,7.5,197.5,11.9,,,,,11.8,13.4,11.2,14.4
37,North Carolina,2016,58006.0,18.0,799.0,19687.0,1082.0,571.2,14.9,7.9,193.9,10.7,,,,,11.2,12.7,10.4,14.5
37,North Carolina,2017,62876.0,25.0,771.0,22871.0,1138.0,612.3,20.8,7.5,222.7,11.1,,,,,10.6,12.2,10.7,14.4
37,North Carolina,2018,66553.0,19.0,797.0,23725.0,1098.0,641.1,16.0,7.7,228.5,10.6,,,,,10.2,11.8,10.7,14.4
37,North Carolina,2019,70257.0,27.0,989.0,26377.0,1122.0,669.9,22.7,9.4,251.5,10.7,,,,,9.6,11.4,11.3,14.8
37,North Carolina,2020,64640.0,31.0,1105.0,28258.0,1322.0,618.1,26.6,10.6,270.2,12.6,,,,,8.5,9.7,10.6,15.1
37,North Carolina,2021,63660.0,42.0,1331.0,28612.0,1870.0,603.3,34.9,12.6,271.2,17.7,,,,,9.4,10.3,10.4,13.0
38,North Dakota,2000,909.0,0.0,1.0,73.0,0.0,141.7,0.0,0.2,11.4,0.0,,,,,,,,
38,North Dakota,2001,1062.0,0.0,0.0,56.0,0.0,166.9,0.0,0.0,8.8,0.0,,,,,,,,
38,North Dakota,2002,1256.0,0.0,0.0,72.0,0.0,198.4,0.0,0.0,11.4,0.0,,,,,,,,
38,North Dakota,2003,1655.0,0.0,0.0,103.0,2.0,262.0,0.0,0.0,16.3,0.3,,,,,,,,
38,North Dakota,2004,1810.0,0.0,0.0,110.0,0.0,284.8,0.0,0.0,17.3,0.0,,,,,,,,
38,North Dakota,2005,1667.0,0.0,0.0,128.0,1.0,262.7,0.0,0.0,20.2,0.2,,,,,,,,
38,North Dakota,2006,1820.0,0.0,0.0,153.0,1.0,286.2,0.0,0.0,24.1,0.2,,,,,,,,
38,North Dakota,2007,1789.0,0.0,0.0,116.0,1.0,280.6,0.0,0.0,18.2,0.2,,,,,,,,
38,North Dakota,2008,1921.0,0.0,2.0,143.0,0.0,299.9,0.0,0.3,22.3,0.0,,,,,,,,
38,North Dakota,2009,1957.0,1.0,0.0,151.0,4.0,303.0,11.1,0.0,23.4,0.6,,,,,,,,
38,North Dakota,2010,2404.0,0.0,0.0,204.0,3.0,356.3,0.0,0.0,30.2,0.4,,,,,,,,
38,North Dakota,2011,2445.0,0.0,1.0,251.0,1.0,356.8,0.0,0.1,36.6,0.1,,,,,7.9,9.3,9.8,11.7
38,North Dakota,2012,2908.0,0.0,0.0,335.0,4.0,414.7,0.0,0.0,47.8,0.6,,,,,7.0,8.3,10.0,11.6
38,North Dakota,2013,2932.0,0.0,2.0,492.0,12.0,406.1,0.0,0.3,68.1,1.7,,,,,7.0,8.5,10.4,12.1
38,North Dakota,2014,3451.0,0.0,22.0,694.0,13.0,468.0,0.0,3.0,94.1,1.8,,,,,7.4,7.8,7.9,12.9
38,North Dakota,2015,3159.0,0.0,17.0,684.0,11.0,418.9,0.0,2.3,90.7,1.5,,,,,6.9,7.5,7.8,13.6
38,North Dakota,2016,3455.0,0.0,12.0,1000.0,33.0,458.0,0.0,1.6,132.5,4.4,,,,,6.4,7.6,7.0,14.5
38,North Dakota,2017,3278.0,0.0,12.0,966.0,44.0,434.2,0.0,1.6,128.0,5.8,,,,,6.1,7.1,7.5,15.6
38,North Dakota,2018,3525.0,0.0,13.0,1369.0,41.0,465.0,0.0,1.7,180.6,5.4,,,,,5.7,7.7,7.3,15.4
38,North Dakota,2019,3880.0,0.0,10.0,1447.0,45.0,509.1,0.0,1.3,189.9,5.9,,,,,6.5,6.5,6.9,14.9
38,North Dakota,2020,3562.0,3.0,12.0,1660.0,32.0,457.3,29.8,1.5,213.1,4.1,,,,,7.4,6.5,7.2,15.8
38,North Dakota,2021,3964.0,2.0,22.0,1735.0,49.0,511.5,19.8,2.8,223.9,6.3,,,,,6.3,6.4,7.9,13.9
39,Ohio,2000,31190.0,5.0,119.0,19303.0,69.0,274.5,3.2,1.0,169.9,0.6,,,,,,,,
39,Ohio,2001,37653.0,2.0,100.0,21163.0,81.0,330.4,1.3,0.9,185.7,0.7,,,,,,,,
39,Ohio,2002,38032.0,3.0,84.0,22008.0,159.0,333.0,2.0,0.7,192.7,1.4,,,,,,,,
39,Ohio,2003,42522.0,3.0,92.0,22537.0,197.0,371.4,2.0,0.8,196.8,1.7,,,,,,,,
39,Ohio,2004,39379.0,2.0,184.0,20467.0,237.0,343.4,1.3,1.6,178.5,2.1,,,,,,,,
39,Ohio,2005,43806.0,2.0,136.0,20985.0,211.0,381.7,1.3,1.2,182.9,1.8,,,,,,,,
39,Ohio,2006,40106.0,0.0,115.0,19190.0,184.0,349.0,0.0,1.0,167.0,1.6,,,,,,,,
39,Ohio,2007,47434.0,1.0,135.0,21066.0,194.0,411.8,0.7,1.2,182.9,1.7,,,,,,,,
39,Ohio,2008,47117.0,3.0,224.0,16803.0,351.0,408.8,2.0,1.9,145.8,3.0,,,,,,,,
39,Ohio,2009,48239.0,8.0,221.0,15988.0,360.0,418.3,5.5,1.9,138.6,3.1,,,,,,,,
39,Ohio,2010,51150.0,10.0,189.0,16496.0,528.0,443.3,7.2,1.6,143.0,4.6,,,,,,,,
39,Ohio,2011,52653.0,13.0,160.0,16726.0,440.0,456.1,9.4,1.4,144.9,3.8,,,,,12.0,11.7,11.9,11.6
39,Ohio,2012,53141.0,19.0,171.0,16493.0,425.0,460.1,13.7,1.5,142.8,3.7,,,,,12.0,11.2,11.5,11.2
39,Ohio,2013,53121.0,18.0,211.0,16619.0,436.0,458.9,13.0,1.8,143.6,3.8,,,,,11.6,11.0,11.0,10.9
39,Ohio,2014,54858.0,15.0,265.0,16237.0,568.0,472.8,10.8,2.3,139.9,4.9,,,,,11.6,10.7,8.4,10.8
39,Ohio,2015,56726.0,17.0,326.0,16564.0,560.0,488.3,12.2,2.8,142.6,4.8,,,,,10.7,10.3,6.5,10.7
39,Ohio,2016,60496.0,12.0,389.0,20487.0,716.0,520.0,8.7,3.3,176.1,6.2,,,,,10.5,10.0,5.6,10.5
39,Ohio,2017,61389.0,18.0,454.0,23967.0,832.0,526.5,13.2,3.9,205.6,7.1,,,,,9.8,9.7,6.0,10.3
39,Ohio,2018,63220.0,21.0,481.0,25146.0,740.0,541.4,15.5,4.1,215.4,6.3,,,,,9.7,9.3,6.5,10.2
39,Ohio,2019,65393.0,19.0,519.0,26065.0,749.0,559.4,14.1,4.4,223.0,6.4,,,,,9.2,9.2,6.6,9.6
39,Ohio,2020,59520.0,33.0,555.0,30977.0,1084.0,504.8,25.5,4.7,262.7,9.2,,,,,8.7,8.5,6.7,9.6
39,Ohio,2021,56520.0,51.0,874.0,27838.0,1783.0,479.8,39.3,7.4,236.3,15.1,,,,,9.4,8.3,6.5,8.3
40,Oklahoma,2000,9331.0,1.0,128.0,4229.0,116.0,270.2,2.0,3.7,122.4,3.4,,,,,,,,
40,Oklahoma,2001,10478.0,5.0,121.0,4784.0,60.0,302.5,10.0,3.5,138.1,1.7,,,,,,,,
40,Oklahoma,2002,10804.0,2.0,124.0,4661.0,72.0,310.2,4.0,3.6,133.8,2.1,,,,,,,,
40,Oklahoma,2003,11013.0,1.0,77.0,4552.0,64.0,315.1,2.0,2.2,130.2,1.8,,,,,,,,
40,Oklahoma,2004,10366.0,2.0,62.0,4453.0,25.0,295.2,3.9,1.8,126.8,0.7,,,,,,,,
40,Oklahoma,2005,13407.0,1.0,64.0,5228.0,44.0,379.8,1.9,1.8,148.1,1.2,,,,,,,,
40,Oklahoma,2006,12992.0,2.0,121.0,4951.0,70.0,363.8,3.7,3.4,138.6,2.0,,,,,,,,
40,Oklahoma,2007,12529.0,3.0,115.0,4827.0,65.0,347.2,5.4,3.2,133.8,1.8,,,,,,,,
40,Oklahoma,2008,14803.0,3.0,117.0,5185.0,86.0,406.6,5.5,3.2,142.4,2.4,,,,,,,,
40,Oklahoma,2009,15023.0,2.0,172.0,4673.0,97.0,407.6,3.7,4.7,126.8,2.6,,,,,,,,
40,Oklahoma,2010,14302.0,0.0,149.0,4369.0,92.0,380.4,0.0,4.0,116.2,2.4,,,,,,,,
40,Oklahoma,2011,14596.0,2.0,145.0,4215.0,84.0,385.3,3.8,3.8,111.3,2.2,,,,,12.8,13.7,18.7,13.9
